login_hour,session_duration,request_frequency,failed_login_count,packet_size_avg,bytes_transferred,port_number,protocol_encoded,device_trust_score
10,53.87,21.38,0,890.08,12.39,443,0,100.0
9,43.15,26.79,0,694.08,11.26,443,0,83.06
14,44.46,8.76,2,650.52,5.0,80,0,92.95
19,25.42,20.5,0,912.08,1.48,80,0,83.14
17,4.06,32.64,0,453.94,6.92,443,0,100.0
7,59.29,21.1,0,449.78,22.11,443,0,96.28
10,29.08,20.34,0,926.71,6.32,443,0,76.01
17,18.77,14.59,0,897.56,2.18,443,0,87.39
10,36.25,35.03,0,827.35,0.98,443,0,69.21
13,47.51,30.48,0,624.02,28.81,80,0,99.0
16,29.65,33.25,0,948.77,13.59,443,0,100.0
10,49.18,7.74,0,936.06,3.75,80,1,68.2
14,46.24,23.4,1,817.06,3.5,80,1,75.73
8,13.85,22.2,0,564.54,22.56,443,1,91.67
11,19.89,22.19,1,714.95,1.95,443,0,89.82
15,44.36,18.84,2,967.57,7.66,443,0,85.89
7,10.69,21.54,0,1065.44,12.5,443,0,72.62
15,27.76,33.5,0,734.69,5.05,443,0,93.23
13,8.54,5.87,0,750.07,0.41,443,0,98.88
16,22.85,42.77,0,767.66,2.58,443,0,100.0
14,25.52,29.84,0,854.98,23.21,443,0,100.0
19,24.63,24.58,0,683.79,7.4,443,0,77.01
14,21.72,34.07,0,221.16,16.9,443,0,89.88
12,13.54,10.48,0,1038.55,8.11,443,0,95.92
14,64.38,18.35,0,1158.94,28.75,443,0,83.12
16,58.01,23.79,0,677.52,23.98,443,0,97.8
14,12.57,38.66,0,586.67,6.59,80,0,97.03
14,53.73,24.54,0,772.58,3.83,80,0,100.0
11,24.01,29.5,0,762.5,9.2,443,0,98.02
11,31.94,19.1,0,999.1,11.24,443,0,92.85
8,29.05,29.87,0,810.93,6.9,80,0,83.62
20,20.1,41.77,1,641.48,17.28,443,0,77.07
9,44.76,34.96,0,536.32,2.03,443,0,92.19
11,31.89,24.19,0,973.13,4.07,80,0,85.96
11,22.85,31.75,0,919.9,11.6,443,0,86.93
17,10.43,30.78,0,1012.11,2.83,443,0,100.0
12,16.6,30.07,0,606.36,5.8,8080,0,100.0
18,5.38,36.12,0,1167.69,33.17,443,0,77.65
11,30.18,36.04,0,451.26,9.83,22,0,87.9
15,12.05,23.73,0,941.92,29.77,443,0,85.67
10,26.02,31.42,0,418.08,12.82,443,0,93.15
22,50.55,21.17,0,641.93,12.9,443,1,67.34
9,47.99,15.77,0,1112.2,8.96,80,0,75.39
15,29.52,22.31,0,966.27,1.53,443,1,88.83
16,28.69,24.24,0,690.76,7.33,443,0,97.86
15,58.2,8.38,0,696.23,2.91,80,0,90.75
13,37.81,33.6,0,820.12,66.24,443,0,96.72
13,25.08,2.67,0,902.83,3.11,443,0,91.97
14,8.61,52.15,0,1050.32,2.62,443,0,100.0
13,35.91,40.02,0,708.75,9.78,443,0,100.0
17,42.44,22.39,0,477.64,7.15,80,0,82.4
22,20.53,25.09,2,831.39,0.22,443,0,98.84
11,34.37,28.03,0,708.51,1.39,443,0,95.08
8,24.55,19.11,0,539.87,16.66,443,0,100.0
13,27.24,26.93,0,859.53,6.61,443,0,82.02
23,7.32,23.56,0,757.38,1.58,443,0,88.83
10,26.67,24.06,0,861.3,6.26,443,0,79.68
20,44.54,26.81,0,621.11,2.92,8080,0,80.27
20,20.53,11.86,0,897.34,2.53,80,0,93.86
11,30.79,25.4,0,536.58,31.64,443,0,92.06
16,18.66,26.63,0,634.45,4.49,443,0,95.41
20,35.41,26.29,3,751.42,0.48,443,0,95.2
12,26.75,22.84,0,1148.36,35.18,443,0,87.64
13,15.91,36.38,0,956.97,15.84,443,0,87.57
11,49.99,21.46,0,1015.44,2.94,443,0,80.29
9,43.93,27.27,0,1083.42,5.26,443,0,82.99
11,20.93,37.97,0,1520.57,19.83,443,0,89.43
9,37.47,24.21,0,808.32,4.42,22,0,91.97
14,38.06,27.14,0,1084.08,8.38,443,0,97.11
10,39.63,24.04,0,1002.53,7.65,443,0,96.09
14,4.59,37.37,0,999.21,5.13,443,0,100.0
7,45.1,22.42,0,1154.85,10.2,443,0,80.27
15,21.45,37.83,0,716.14,6.41,8080,0,87.67
17,24.63,23.96,0,700.26,0.21,443,0,81.15
6,69.57,16.41,1,863.95,16.84,22,0,100.0
15,34.53,31.79,0,763.46,1.2,443,0,84.98
18,24.21,21.95,0,863.7,6.24,443,0,100.0
9,3.08,31.21,0,1112.55,8.67,443,0,100.0
20,50.85,2.29,0,704.37,12.22,80,1,94.13
15,9.82,25.05,0,739.06,5.29,443,0,92.93
11,14.95,20.4,0,834.86,13.3,8080,0,90.39
13,25.03,14.37,0,754.34,1.41,443,0,86.83
16,51.25,19.47,0,417.2,10.6,443,0,85.63
14,41.6,19.26,0,683.97,17.51,443,0,88.53
16,27.63,24.52,0,937.47,22.02,443,0,100.0
10,34.62,11.33,0,1087.51,8.66,443,0,79.58
14,20.99,28.16,0,569.08,3.75,80,0,92.05
8,32.09,38.66,0,568.14,1.78,443,0,97.11
13,31.1,27.81,0,806.05,4.24,443,0,87.16
10,44.53,33.09,1,384.88,7.76,443,0,94.16
11,44.51,35.95,0,711.01,2.19,443,0,74.95
18,37.41,37.36,0,452.79,30.47,443,0,100.0
18,24.56,43.7,0,1073.81,22.74,443,0,100.0
16,41.13,20.01,0,646.13,0.34,80,0,89.02
9,28.62,17.82,0,1130.57,8.25,443,0,81.2
12,13.77,32.83,1,1022.7,15.57,80,0,97.93
18,23.95,32.08,0,670.74,2.82,443,0,78.52
14,31.27,32.76,0,585.61,7.42,443,0,79.95
23,43.65,43.89,0,761.29,5.21,443,0,89.46
15,27.25,25.11,0,779.07,2.19,80,0,100.0
14,11.86,29.26,0,869.23,9.54,80,0,96.41
12,30.85,15.2,0,644.69,50.66,443,0,83.53
14,31.7,46.35,0,949.28,4.55,443,0,73.18
13,32.79,21.63,0,853.07,8.04,443,0,90.42
16,43.8,21.92,0,731.92,3.97,80,0,92.51
17,45.28,21.53,3,657.59,20.95,80,0,89.27
10,21.09,18.55,0,763.02,20.0,443,0,100.0
8,20.76,17.71,0,636.62,1.97,443,0,88.68
6,14.4,19.76,0,811.69,23.02,80,0,67.18
16,40.48,11.34,0,817.09,1.64,443,0,85.93
9,51.73,17.15,0,852.34,1.0,443,0,94.55
5,25.27,44.49,0,1153.25,10.58,443,0,93.87
15,26.38,32.36,0,773.51,4.88,443,0,88.23
23,52.0,34.26,1,1000.92,7.57,8080,0,86.58
13,37.58,36.77,0,845.92,10.57,22,0,70.0
17,36.54,43.34,0,752.35,0.54,443,0,90.86
14,12.14,7.29,0,776.17,3.47,443,0,86.61
13,40.18,12.7,0,788.23,6.18,80,0,92.49
17,16.06,16.96,0,855.95,3.1,443,0,94.91
12,12.99,20.3,0,608.14,0.5,443,0,100.0
15,24.8,21.99,0,506.93,0.91,443,0,80.44
15,21.21,20.53,0,930.86,16.18,443,0,77.06
11,26.68,27.19,0,979.62,24.23,443,1,84.26
17,8.39,25.35,0,949.13,1.65,443,0,82.64
13,44.38,17.77,0,830.99,2.87,443,0,81.75
10,46.92,3.24,1,953.44,10.56,80,0,100.0
16,0.79,15.07,0,942.69,30.85,22,1,91.48
10,44.68,19.51,0,957.53,3.56,80,0,100.0
14,17.84,22.53,0,628.09,19.32,443,0,89.97
13,42.85,13.7,0,580.61,7.05,443,0,78.28
18,28.97,20.09,0,722.29,31.36,80,0,81.92
15,30.43,13.69,0,796.52,1.46,22,0,100.0
13,27.22,23.74,0,751.62,36.37,443,0,78.66
17,48.18,14.27,0,424.66,5.82,443,0,95.58
19,11.41,16.51,0,1144.34,30.56,443,0,86.43
16,39.12,11.91,0,745.19,6.14,443,0,80.7
14,46.52,23.46,0,834.54,7.55,443,0,100.0
8,40.75,16.34,0,1048.91,16.34,8080,0,84.11
9,64.87,34.07,0,331.01,12.82,443,0,81.72
12,22.07,29.06,0,697.66,9.67,443,0,89.21
11,44.36,24.3,0,722.58,5.4,8080,1,84.92
13,28.41,17.03,0,732.74,15.72,443,0,100.0
14,48.5,28.81,0,765.3,29.61,80,0,100.0
16,29.88,31.91,0,1089.43,0.1,443,0,84.09
13,24.18,26.43,0,934.69,8.86,8080,0,85.25
15,49.59,41.04,1,991.61,20.1,443,0,69.81
14,22.63,29.6,0,809.42,10.59,8080,0,91.37
6,8.81,34.14,0,520.13,16.14,443,0,82.53
10,22.25,26.34,0,384.06,22.54,443,0,90.88
13,39.29,31.76,0,494.12,13.9,443,0,70.34
9,50.88,17.03,0,871.95,12.62,443,0,89.73
16,31.67,20.42,2,806.35,33.45,443,0,100.0
20,49.77,28.49,0,757.97,19.93,8080,0,90.54
18,9.63,28.42,0,726.28,16.89,443,0,82.25
13,23.35,30.08,0,1202.34,0.9,443,0,89.8
19,25.67,36.0,0,635.42,2.73,443,1,89.36
14,28.28,10.75,0,985.56,8.14,80,0,100.0
12,31.26,15.26,0,800.38,12.36,443,0,86.67
11,40.36,27.3,0,787.81,3.61,8080,1,77.97
12,23.33,17.76,0,1035.33,0.98,443,0,90.21
12,32.09,58.78,0,1092.51,3.73,443,0,91.96
14,29.32,30.16,0,752.09,14.74,443,1,95.62
14,16.11,24.22,0,959.84,20.99,80,0,97.56
14,28.29,19.85,0,872.78,24.41,443,0,100.0
15,27.85,20.2,0,801.49,4.76,80,0,84.04
18,27.52,25.3,0,840.85,4.66,443,0,83.13
17,30.48,26.12,0,662.4,5.22,443,0,71.46
8,31.14,20.43,0,738.78,4.71,22,0,96.62
3,23.52,22.27,0,683.87,10.97,443,0,81.13
17,49.09,38.44,0,980.28,4.44,443,0,98.92
8,12.46,38.85,0,780.96,0.21,80,0,85.08
13,19.19,27.52,1,540.46,5.78,443,0,100.0
9,71.7,11.59,2,655.31,2.54,443,0,75.66
6,14.43,30.39,0,160.15,0.29,443,0,100.0
16,9.69,40.54,0,701.1,6.36,8080,0,99.04
17,41.02,38.7,0,807.53,2.31,80,0,95.27
11,1.16,32.34,0,772.77,6.03,443,0,78.83
3,26.47,39.22,0,1196.03,3.25,443,0,95.31
11,62.19,25.53,0,914.98,9.26,443,1,91.27
15,6.83,31.28,0,906.09,46.97,80,0,71.7
8,0.27,18.19,1,471.35,7.92,443,0,100.0
14,7.51,27.92,0,727.07,10.41,80,0,86.54
13,43.48,38.3,0,702.67,25.17,443,0,100.0
16,46.87,19.11,0,642.78,4.68,443,0,89.32
14,22.31,16.39,0,640.02,1.82,443,0,99.82
10,40.25,25.97,0,438.38,3.32,443,0,81.4
18,50.85,22.73,1,544.83,5.15,80,0,92.14
13,56.81,31.49,0,974.82,10.36,80,0,91.44
13,26.3,20.47,0,771.42,0.05,443,0,86.76
10,4.52,42.18,0,698.72,19.2,443,0,81.31
12,17.69,12.1,0,798.92,0.79,80,0,59.33
10,23.6,37.54,0,1033.48,23.09,443,0,81.54
13,26.12,17.35,2,800.84,29.84,443,0,97.01
20,27.18,7.04,0,908.07,46.16,443,0,76.05
8,46.78,27.38,0,630.68,16.58,80,0,78.12
7,49.12,22.45,2,676.27,1.53,443,0,75.65
19,27.42,13.9,0,870.8,12.25,80,0,92.09
13,46.48,8.19,0,1178.53,2.27,80,0,81.07
11,35.36,24.92,1,1085.95,22.74,80,0,100.0
18,30.97,34.76,0,916.57,3.81,8080,0,97.35
11,43.6,30.85,0,830.29,3.96,80,0,92.0
21,31.08,25.57,0,1080.21,24.97,443,0,93.04
16,60.87,29.79,0,958.94,0.13,443,0,82.37
12,8.42,24.73,0,341.27,2.16,443,0,82.37
22,22.27,10.7,0,589.21,5.48,443,0,97.11
11,28.1,10.79,0,867.63,12.06,443,0,99.13
16,36.59,22.97,0,442.61,10.43,443,0,97.02
15,49.02,23.39,0,620.48,11.07,443,0,85.29
19,29.63,33.51,0,660.04,21.2,443,0,86.09
20,8.67,32.57,0,748.77,1.29,80,0,80.68
14,42.64,31.05,0,742.51,7.38,80,0,97.68
10,41.32,22.2,0,742.18,12.93,22,0,70.39
15,0.87,11.19,0,965.06,10.11,443,0,67.96
11,29.94,29.12,0,746.96,5.95,443,0,69.95
22,6.15,30.25,0,723.07,0.17,443,0,68.57
14,20.03,1.11,0,530.17,0.62,443,0,100.0
12,16.46,16.66,0,1004.87,1.27,443,0,97.87
14,42.14,18.09,0,665.7,4.2,443,0,78.01
8,31.75,26.18,1,582.59,1.25,443,0,88.94
10,10.72,16.97,0,842.62,5.55,80,0,100.0
18,43.2,24.62,1,646.61,1.97,80,0,95.0
11,8.49,22.89,0,694.81,15.1,443,0,100.0
9,34.95,23.41,0,851.69,20.52,443,0,88.86
16,17.79,17.84,0,734.7,4.94,443,0,83.45
18,24.51,18.61,0,1262.32,7.16,443,0,79.19
16,37.56,14.2,0,785.03,30.68,8080,0,90.24
17,37.82,28.8,0,923.57,7.67,80,0,99.36
10,50.05,30.71,0,411.66,53.13,443,0,90.99
8,28.77,17.29,0,627.87,1.53,443,0,86.42
20,34.6,40.21,0,582.62,19.82,443,0,100.0
12,23.43,21.85,0,609.12,6.88,443,0,95.29
12,32.73,40.3,0,883.11,0.23,22,0,88.87
19,36.59,18.58,0,1007.11,35.84,80,0,82.33
16,28.53,4.73,0,868.93,33.54,443,0,87.46
15,2.94,29.02,1,754.67,4.83,443,0,94.73
22,34.97,27.49,0,673.83,30.82,80,0,82.2
11,35.47,25.34,0,1022.72,1.52,443,0,77.66
17,19.8,18.58,0,1214.25,11.4,443,0,85.2
14,10.73,24.65,1,827.01,2.13,443,0,89.51
15,52.14,19.89,0,987.87,2.83,443,1,100.0
20,37.37,21.98,0,868.67,15.11,443,0,78.4
16,26.56,33.42,0,951.1,4.74,443,0,92.27
16,12.94,26.84,0,567.09,0.07,443,0,87.22
18,17.67,31.1,0,702.37,5.35,443,0,87.72
12,49.54,22.68,0,879.09,2.59,443,0,100.0
10,32.06,21.58,0,1042.5,11.5,80,0,90.81
9,21.74,13.47,0,636.37,2.16,443,0,80.86
6,37.65,21.3,0,393.34,18.47,80,0,98.89
22,17.78,8.21,0,700.35,3.11,443,0,98.15
9,52.51,19.1,1,1002.03,4.99,443,0,79.99
13,50.29,24.18,0,483.22,3.54,80,0,78.07
12,23.0,30.64,0,564.62,10.33,443,0,94.11
15,20.57,22.31,0,831.18,1.07,443,1,89.67
17,9.27,28.48,0,776.81,6.5,443,0,85.29
17,7.78,3.2,0,918.89,4.07,443,0,100.0
11,9.91,24.43,0,554.25,21.55,80,0,84.08
13,32.03,8.2,1,735.0,0.76,443,0,94.22
15,25.11,12.92,0,1039.04,17.7,443,0,100.0
13,9.82,23.13,0,561.42,1.84,443,0,86.61
20,25.78,37.76,0,1095.38,0.93,443,1,71.71
15,37.58,28.71,0,586.52,2.26,80,0,85.97
16,37.92,25.18,0,969.88,1.08,443,0,91.89
16,1.5,24.8,1,725.41,7.36,443,0,100.0
18,28.08,17.86,0,571.02,44.41,443,0,84.79
14,9.25,19.56,0,700.62,0.35,443,0,100.0
8,43.53,29.27,0,908.99,6.18,443,0,77.01
15,41.76,11.15,0,798.63,4.88,443,0,91.64
11,16.53,30.93,0,1023.69,4.15,443,0,87.61
11,18.51,21.11,0,1087.15,4.03,80,0,100.0
16,23.08,33.26,0,563.39,22.54,80,1,75.26
18,3.79,34.61,0,548.75,0.19,443,0,94.26
14,35.04,8.27,0,539.04,14.91,443,0,87.56
15,25.91,19.18,0,620.16,2.92,443,0,100.0
20,44.55,16.44,0,1020.84,4.83,443,0,81.71
14,13.52,6.87,0,912.07,5.45,80,0,94.15
23,20.71,14.67,0,690.99,3.63,8080,0,81.62
16,7.4,49.41,0,797.78,0.98,443,0,91.88
6,14.94,31.1,0,1080.86,1.21,443,0,86.31
17,12.27,44.17,0,1181.6,3.54,443,0,86.15
15,44.94,33.29,0,851.88,17.25,443,0,70.13
19,19.53,17.58,0,268.14,1.45,443,0,94.15
16,31.86,21.18,1,859.46,13.57,443,0,79.18
13,24.29,30.88,0,986.95,3.41,443,0,78.83
9,10.96,29.38,1,844.93,21.5,443,0,74.45
13,27.48,19.23,0,945.3,5.59,443,0,79.44
10,38.99,9.9,0,871.41,1.88,443,0,95.0
11,11.88,57.88,0,553.07,42.58,80,0,94.51
16,42.14,23.59,0,622.75,1.94,80,0,96.64
20,17.25,21.74,0,735.77,8.38,8080,1,79.73
15,22.76,26.13,0,1013.08,8.42,443,0,92.15
9,37.96,22.57,0,646.82,4.67,443,0,83.85
15,20.05,26.23,0,891.18,30.26,443,0,99.55
18,30.56,37.87,0,860.74,18.57,80,0,94.26
11,25.28,23.75,0,1117.24,17.71,443,0,83.43
13,31.94,13.37,0,791.66,36.56,443,0,100.0
14,5.71,23.38,0,449.05,6.11,443,0,95.07
10,2.55,20.36,2,929.37,1.02,8080,0,76.13
16,39.24,39.24,0,1227.61,14.5,80,0,73.28
13,45.56,36.71,0,942.48,4.79,443,1,76.52
15,16.34,26.08,0,642.47,2.11,80,0,100.0
10,26.34,12.21,0,583.61,6.6,443,0,79.85
12,34.42,12.74,0,609.41,26.0,443,0,100.0
16,40.4,25.15,0,1200.66,1.88,80,0,79.33
12,0.42,28.36,0,734.53,18.88,443,0,78.26
20,16.71,21.25,0,667.47,5.42,443,1,98.8
12,25.01,20.2,0,768.31,1.47,80,0,99.26
14,40.55,19.07,0,736.62,18.86,443,0,95.56
17,67.48,24.77,0,1113.53,34.94,8080,0,96.76
8,26.58,1.17,0,597.1,3.44,443,0,81.98
6,8.9,13.99,0,1036.13,3.62,443,0,98.33
7,36.03,18.73,0,824.42,4.95,443,0,92.4
19,49.81,37.08,0,1041.41,16.83,80,0,86.35
11,31.62,16.86,0,1116.52,0.1,443,0,90.95
23,16.4,26.8,0,816.96,2.54,443,0,100.0
11,44.37,27.27,0,736.99,12.24,443,0,93.92
14,39.95,37.98,0,813.24,5.2,80,0,68.42
20,14.61,37.63,0,781.05,4.01,443,0,98.91
22,35.72,24.42,0,468.61,20.58,443,0,98.15
22,44.96,20.25,0,1110.5,24.93,443,0,86.21
18,47.73,18.36,0,849.16,29.56,443,0,91.17
18,29.0,22.59,0,567.38,3.18,443,0,91.13
16,24.63,20.66,0,386.5,24.36,443,0,70.21
17,48.41,30.54,2,334.48,13.35,80,0,85.98
11,11.85,29.2,0,954.1,1.67,443,1,86.37
10,36.58,30.92,0,676.2,9.42,443,0,88.41
13,9.45,37.59,0,709.02,0.27,443,0,84.74
13,45.98,43.63,0,897.63,12.32,8080,1,96.63
12,26.13,26.25,1,696.79,13.23,443,0,81.91
16,49.03,35.99,0,909.3,15.58,80,0,99.1
17,37.37,21.48,0,819.05,1.89,80,0,96.16
14,11.65,36.85,0,783.17,9.9,443,0,100.0
19,51.37,35.62,0,485.45,1.97,443,0,100.0
9,53.27,35.08,0,636.05,29.31,443,0,100.0
13,43.23,25.94,0,920.51,11.24,80,0,78.14
11,18.58,18.32,0,663.6,1.0,80,1,93.44
6,25.41,11.05,0,1041.07,2.07,80,0,82.82
13,32.18,24.6,0,1269.28,10.89,443,0,100.0
13,19.44,40.33,0,931.28,6.48,443,0,96.14
20,55.39,21.9,0,1098.57,13.33,443,0,100.0
16,32.16,32.85,0,944.15,3.3,443,1,94.35
9,10.55,33.44,0,693.15,10.73,443,0,63.65
21,35.09,22.16,0,840.03,1.95,443,0,82.16
18,24.78,38.16,0,1202.66,7.85,443,0,83.14
16,28.88,4.09,0,695.29,31.65,443,0,86.1
13,24.47,12.77,3,592.13,9.89,443,0,93.6
10,42.11,15.84,0,573.16,0.51,80,0,95.01
12,46.8,16.8,0,756.49,44.88,443,0,63.73
18,34.25,28.36,0,599.31,1.71,80,0,87.63
21,24.91,27.9,0,1134.8,12.66,443,0,85.14
20,29.38,28.94,1,843.27,7.6,443,0,100.0
12,30.29,30.96,1,994.35,3.49,443,0,95.92
9,17.96,15.5,0,740.27,1.95,443,1,88.17
14,38.68,12.82,0,571.96,1.96,443,1,92.24
6,36.9,28.96,0,538.12,19.55,80,0,73.13
15,53.11,18.7,0,618.4,20.63,443,0,96.61
13,48.83,9.3,0,869.51,6.26,443,0,86.04
12,19.71,34.71,0,903.98,1.09,443,0,81.93
7,42.3,38.95,0,920.64,21.56,443,0,100.0
16,15.74,40.57,2,502.27,6.68,443,0,92.74
11,40.44,26.87,2,799.92,5.78,443,0,83.35
9,22.25,31.26,1,594.79,5.23,443,0,83.96
2,14.65,38.7,0,880.29,4.54,443,0,93.66
13,34.2,18.59,0,895.82,7.47,443,0,92.88
21,10.12,36.11,0,565.57,9.28,443,0,90.29
20,3.74,27.75,0,993.61,6.28,443,0,77.97
12,27.34,34.14,0,1267.76,22.7,443,0,79.45
11,31.24,26.86,0,966.97,3.82,80,0,82.52
15,24.46,37.96,0,767.43,8.63,443,0,88.04
10,6.31,27.24,0,736.69,3.57,443,0,89.59
15,17.73,10.16,0,758.19,14.0,443,0,88.4
17,35.87,39.52,0,647.85,1.08,80,0,88.86
18,38.73,15.52,0,850.48,2.09,22,0,100.0
13,29.76,37.53,0,572.31,16.15,443,0,98.49
13,47.35,24.1,0,422.06,2.02,443,0,100.0
10,35.96,36.76,1,843.92,9.83,443,1,94.64
10,18.79,36.35,0,804.25,35.15,443,0,90.72
13,25.79,29.3,0,685.77,7.4,443,0,94.1
15,8.96,30.09,0,543.46,2.08,443,0,92.26
17,28.38,29.23,0,857.95,3.87,443,0,98.08
10,46.68,4.86,0,601.96,17.34,443,0,80.25
19,40.28,26.18,1,772.21,4.33,80,0,97.25
12,51.03,13.84,1,1152.99,12.86,443,0,91.67
13,25.46,26.71,0,930.24,15.02,443,0,71.93
11,50.19,13.57,0,526.17,6.96,443,0,90.86
4,27.1,13.15,0,545.03,15.29,22,0,76.94
17,52.07,41.05,0,830.36,3.81,443,0,84.65
16,29.67,35.69,0,524.94,7.26,443,0,88.41
12,40.61,24.96,0,399.65,11.6,80,0,74.93
14,52.13,26.85,0,906.47,1.84,443,0,89.46
16,27.1,22.52,0,864.19,3.2,443,1,90.68
7,33.28,30.7,0,890.12,10.56,443,0,97.55
11,49.33,18.24,0,852.61,10.65,80,0,85.46
17,28.0,34.94,0,786.94,6.8,8080,0,92.74
8,10.19,22.47,0,667.56,15.88,80,0,89.05
15,62.15,20.8,0,903.23,6.58,8080,0,85.82
8,22.95,25.22,0,1105.98,21.31,443,0,73.29
15,32.38,19.09,0,699.75,13.31,22,0,88.88
13,47.34,28.29,0,595.85,3.78,443,0,97.45
7,20.87,19.63,0,572.98,5.03,22,1,80.66
18,14.88,29.69,0,626.65,11.02,443,0,87.82
11,33.81,37.16,0,840.52,22.49,80,0,89.3
10,3.1,17.81,0,372.07,1.97,443,0,100.0
14,25.68,23.69,0,887.83,7.23,443,1,90.3
18,33.68,29.61,0,928.78,1.26,443,0,92.88
9,25.95,20.64,0,440.38,3.28,443,0,89.91
14,6.85,29.64,0,604.16,11.58,443,0,85.08
15,53.91,30.55,1,815.94,0.81,8080,0,78.66
16,31.55,35.83,0,771.31,10.86,443,0,87.15
14,51.47,18.94,0,903.93,23.11,22,1,93.93
12,26.1,15.57,0,771.77,34.86,8080,0,91.23
10,16.8,21.92,0,1052.95,2.44,443,0,100.0
14,34.04,15.32,0,735.77,13.82,443,0,99.46
9,26.76,30.64,0,603.39,26.09,443,1,100.0
2,12.33,13.38,0,587.31,0.96,443,0,69.68
15,52.05,48.33,0,947.09,5.34,443,0,100.0
17,20.67,37.96,0,805.92,25.18,443,0,92.67
4,2.4,25.13,0,926.74,2.27,443,0,94.09
9,49.92,33.67,0,922.62,27.14,443,0,98.96
16,22.44,8.63,0,396.03,7.49,443,0,90.21
22,20.88,50.23,0,571.98,1.05,443,0,79.3
14,3.52,19.1,0,595.87,5.98,80,0,100.0
11,56.11,23.8,0,636.79,3.95,443,0,82.32
13,10.66,6.44,0,715.93,3.32,443,0,80.14
19,30.88,29.86,0,999.83,7.8,443,0,87.66
11,43.69,13.94,0,1039.7,6.61,80,0,86.14
10,36.33,26.02,0,741.42,6.58,443,0,90.04
12,29.11,19.56,0,749.74,0.92,443,0,89.02
10,4.48,14.22,0,658.91,16.21,443,0,100.0
14,17.85,16.96,0,817.84,6.57,22,0,94.59
20,32.82,27.26,0,840.5,17.2,22,0,81.42
15,18.19,12.19,1,961.3,17.41,443,0,82.79
12,33.05,17.51,2,959.69,3.81,80,0,86.12
12,40.23,31.63,0,339.58,0.04,443,0,86.16
7,44.44,51.02,0,769.49,24.22,443,1,84.85
17,11.61,29.78,1,1076.82,14.3,443,0,78.98
13,62.95,15.83,0,712.38,1.13,443,0,92.9
13,41.51,21.33,0,1027.85,12.1,80,0,85.44
23,29.97,25.32,0,738.71,0.2,22,0,80.48
15,46.34,21.51,0,834.98,0.28,443,0,94.85
10,65.48,34.03,0,572.62,7.46,443,0,98.48
12,8.42,27.17,0,580.15,1.01,443,0,87.54
18,26.62,34.08,0,945.1,33.34,443,0,100.0
14,5.68,21.86,0,976.36,22.43,22,0,100.0
8,32.89,38.26,0,805.29,10.49,80,0,94.97
17,35.48,23.34,1,554.5,0.66,443,0,85.31
11,29.41,15.29,0,808.76,3.93,443,0,92.69
21,20.18,46.77,0,1051.45,4.65,80,0,77.76
18,0.74,6.75,0,1148.57,6.56,443,1,81.28
12,35.6,17.61,0,736.66,1.85,8080,0,73.17
19,51.83,18.73,2,468.03,8.62,443,0,83.72
14,21.13,50.08,0,968.07,5.72,443,0,77.67
17,36.6,43.07,0,744.81,29.43,443,0,96.24
15,6.48,39.94,0,988.61,27.52,443,0,82.51
10,36.86,21.69,0,856.21,8.33,443,0,92.77
11,24.1,49.26,0,623.31,10.34,443,0,97.48
18,18.56,28.68,0,811.65,1.48,80,0,100.0
12,18.59,34.77,0,1061.67,2.53,443,0,86.47
12,24.1,26.8,0,770.17,23.1,443,0,93.11
10,35.74,24.51,1,593.04,12.01,80,0,93.43
15,10.32,22.48,1,482.27,2.1,80,0,100.0
22,24.04,22.9,1,645.57,8.44,443,0,97.84
9,29.38,31.08,1,717.97,27.3,80,0,100.0
14,13.51,28.67,0,964.0,4.23,8080,0,73.35
19,56.95,24.69,0,575.83,2.06,443,0,83.36
13,17.2,40.1,0,1110.75,28.48,443,0,100.0
15,19.96,4.67,0,532.57,6.19,443,0,95.81
9,15.33,30.1,0,1266.3,5.4,443,0,88.75
15,56.98,32.18,0,1145.1,3.11,443,0,85.26
13,38.29,36.47,2,828.23,22.22,443,1,97.89
17,15.95,24.35,0,470.46,18.68,22,0,70.2
18,46.59,27.08,0,788.92,5.16,443,0,97.92
23,33.01,34.86,0,722.63,0.31,443,0,90.91
16,33.86,39.91,0,545.14,5.92,80,0,85.11
15,24.83,21.99,0,858.2,1.99,443,0,95.02
14,18.76,27.67,0,635.27,1.54,443,0,86.14
12,35.07,41.79,0,657.02,4.99,443,0,90.29
15,21.82,3.76,0,759.26,1.04,443,0,89.54
12,57.25,18.1,0,685.02,31.57,8080,0,97.45
14,10.96,39.66,0,1215.63,0.49,443,0,91.59
19,53.04,35.93,0,692.86,5.13,80,0,70.91
9,28.33,30.22,0,888.18,1.78,443,0,76.08
18,34.49,20.51,0,829.1,11.67,80,0,79.16
19,42.5,16.18,0,870.55,0.82,443,0,94.57
13,20.55,19.09,0,885.82,7.91,443,0,95.57
5,42.96,40.48,0,976.27,14.83,8080,0,100.0
11,10.61,18.72,0,853.29,29.97,443,0,79.86
19,19.2,26.01,0,844.98,11.99,443,0,100.0
13,16.14,17.46,0,811.7,1.05,443,0,70.62
10,11.2,33.43,0,772.32,0.93,443,0,90.18
11,26.78,19.61,0,617.64,13.15,80,0,92.45
17,35.79,24.02,0,787.83,2.42,80,0,92.42
16,40.54,8.17,0,848.25,5.93,443,0,86.9
13,33.61,8.87,0,880.43,37.56,22,0,91.18
12,20.01,25.08,0,836.06,17.14,443,0,77.65
